SCHOOL_YEAR,FIPST,STATENAME,ST,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,LEA_TYPE,LEA_TYPE_TEXT,OUT_OF_STATE_FLAG,CHARTER_LEA,CHARTER_LEA_TEXT,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED,OPERATIONAL_SCHOOLS
2023-2024,04,ARIZONA,AZ,ASU Preparatory Academy (90273),01,,AZ-90273,0400788,1130 E University Dr. Ste 230,,,Tempe,AZ,85287,,1130 E University Dr. Ste 230,,,Tempe,AZ,85287,,(480)965-4574,http://asuprep.asu.edu,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,PK,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,Kaizen Education Foundation dba Liberty Arts Acade (90334),01,,AZ-90334,0400789,6150 N 16TH ST STE A,,,PHOENIX,AZ,85016,1774,6150 N 16TH ST STE A,,,PHOENIX,AZ,85016,1774,(602)953-2933,http://www.libertyartsacademy.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Apache Junction Unified District (4443),01,,AZ-4443,0400790,1575 W SOUTHERN AVE STE 3,,,Apache Junction,AZ,85120,7456,801 W SOUTHERN AVE,,,Apache Junction,AZ,85120,7416,(480)982-1110,http://www.ajusd.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,PK,12,Other,As reported,6
2023-2024,04,ARIZONA,AZ,Vector School District Inc. (90317),01,,AZ-90317,0400792,2020 N ARIZONA AVE STE G62,,,CHANDLER,AZ,85225,3496,2020 N Arizona Ave #5,,,CHANDLER,AZ,85225,4364,(877)225-2118,http://vectorprepandarts.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Sun Valley Academy - South Mountain Inc. (90192),01,,AZ-90192,0400793,2675 W BASELINE RD,,,PHOENIX,AZ,85041,6493,2675 W BASELINE RD,,,PHOENIX,AZ,85041,6493,(602)692-4914,http://sunvalleyacademy.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Western Arizona Vocational District #50 (90123),01,,AZ-90123,0400794,PO BOX 7000,,,KINGMAN,AZ,86402,7000,700 W BEALE ST,,,KINGMAN,AZ,86401,5711,(928)753-0747,http://www.wavejted.org/,1,Open,1,Open,07/30/2024,9,Specialized public school district,No,NOTCHR,Not a charter district,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,10
2023-2024,04,ARIZONA,AZ,CAFA Inc. dba Learning Foundation and Performing  (90328),01,,AZ-90328,0400796,4055 E WARNER RD,,,GILBERT,AZ,85296,0927,4055 E WARNER RD,,,GILBERT,AZ,85296,0927,(480)635-1900,http://www.lfapa.com,6,Inactive,6,Inactive,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,04,ARIZONA,AZ,Academy Del Sol Inc. (90199),01,,AZ-90199,0400797,7102 W VALLEY CREST PL,,,TUCSON,AZ,85757,8709,7102 W VALLEY CREST PL,,,TUCSON,AZ,85757,8709,(520)789-7731,http://www.academydelsol.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,2
2023-2024,04,ARIZONA,AZ,Pioneer Preparatory School (90140),01,,AZ-90140,0400798,6510 W CLARENDON AVE,,,PHOENIX,AZ,85033,4027,6510 W CLARENDON AVE,,,PHOENIX,AZ,85033,4027,(623)933-3733,http://pioneer.cfacademy.school/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,KG,06,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Kaizen Education Foundation dba Gilbert Arts Acade (90333),01,,AZ-90333,0400799,6150 N 16TH ST STE A,,,PHOENIX,AZ,85016,1774,6150 N 16TH ST STE A,,,PHOENIX,AZ,85016,1774,(602)953-2933,http://www.gilbertartsacademy.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,The Odyssey Preparatory Academy Inc. (90287),01,,AZ-90287,0400800,1495 S VERRADO WAY,,,BUCKEYE,AZ,85326,9215,1495 S VERRADO WAY,,,BUCKEYE,AZ,85326,9215,(623)327-1757,http://www.odyprep.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,4
2023-2024,04,ARIZONA,AZ,Skyline Gila River Schools LLC (90329),01,,AZ-90329,0400801,2020 N. Arizona Ave. Ste 109,,,Chandler,AZ,85225,,978 N Preschool Rd.,,,Bapchule,AZ,85121,,(877)225-2118,http://www.skylinegilariver.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,05,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Imagine Avondale Middle Inc. (90162),01,,AZ-90162,0400802,18052 N BLACK CANYON HWY,,,PHOENIX,AZ,85053,1715,950 N Eliseo C Felix Jr Way,,,Avondale,AZ,85323,,(623)344-1730,http://www.imagineavondale.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,1
2023-2024,04,ARIZONA,AZ,CAFA Inc. dba Learning Foundation and Performing  (90327),01,,AZ-90327,0400803,4055 E WARNER RD,,,GILBERT,AZ,85296,0927,4055 E WARNER RD,,,GILBERT,AZ,85296,0927,(480)635-1900,http://www.lfapa.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,2
2023-2024,04,ARIZONA,AZ,Choice Academies Inc. (90138),01,,AZ-90138,0400805,2323 W PARKSIDE LN,,,PHOENIX,AZ,85027,1256,2323 W PARKSIDE LN,,,PHOENIX,AZ,85027,1256,(602)938-5517,http://www.atachoice.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,2
2023-2024,04,ARIZONA,AZ,Daisy Education Corporation dba. Sonoran Science A (90284),01,,AZ-90284,0400807,5741 E IRONWOOD ST,,,TUCSON,AZ,85708,1429,5741 E IRONWOOD ST,,,TUCSON,AZ,85708,1429,(520)300-5699,http://www.sonoranschools.org/davismonthan,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,06,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Imagine Superstition Middle Inc. (90160),01,,AZ-90160,0400810,1843 W 16TH AVE,,,Apache Junction,AZ,85120,6967,1843 W 16TH AVE,,,Apache Junction,AZ,85120,6967,(480)355-0530,http://www.imagineprep.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,06,08,Middle,As reported,1
2023-2024,04,ARIZONA,AZ,Ombudsman Educational Services LTD a subsidiary  (90326),01,,AZ-90326,0400811,13832 N 32ND ST STE 218 BLDG C,,,PHOENIX,AZ,85032,8614,1585 N MILWAUKEE AVE STE 2A,,,LIBERTYVILLE,IL,60048,1359,(800)833-9235,,6,Inactive,6,Inactive,07/30/2024,7,Independent charter district,Yes,CHRTIDEAESEA,LEA for federal programs,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,04,ARIZONA,AZ,Camp Verde Unified School District dba South Verde (90136),01,,AZ-90136,0400813,410 CAMP LINCOLN RD,,,CAMP VERDE,AZ,86322,7494,462 S MAIN ST,,,CAMP VERDE,AZ,86322,,(928)567-8076,,6,Inactive,6,Inactive,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,04,ARIZONA,AZ,CPLC Community Schools dba Hiaki High School (90331),01,,AZ-90331,0400814,251 W IRVINGTON RD,,,TUCSON,AZ,85714,3054,4747 W CALLE VICAM,,,TUCSON,AZ,85757,8860,(520)887-0045,http://www.cplccommunityschool.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Research Based Education Corporation (90275),01,,AZ-90275,0400815,8433 N BLACK CANYON HWY STE 16,,,PHOENIX,AZ,85021,4861,8433 N BLACK CANYON HWY STE 16,,,PHOENIX,AZ,85021,4861,(928)910-4425,http://www.pauldenschool.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Educational Options Foundation (90201),01,,AZ-90201,0400816,6710 W CALLE LEJOS,,,PEORIA,AZ,85383,3234,6710 W CALLE LEJOS,,,PEORIA,AZ,85383,3234,(480)621-3365,http://eohighschool.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,07,12,High,As reported,2
2023-2024,04,ARIZONA,AZ,Ed Ahead (90506),01,,AZ-90506,0400817,3025 N WINSTEL BLVD,,,TUCSON,AZ,85716,1740,3025 N WINSTEL BLVD,,,TUCSON,AZ,85716,1740,(520)777-3757,http://academyadventuresmidtown.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,05,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,BASIS Charter Schools Inc. (90508),01,,AZ-90508,0400818,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,7975 N HAYDEN RD STE B121,,,SCOTTSDALE,AZ,85258,3248,(520)308-5220,http://enrollbasis.com/oro-valley,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,05,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Anthem Preparatory Academy (90532),01,,AZ-90532,0400819,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,(602)438-7045,http://anthem.greatheartsamerica.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,Compass Points International Inc (90533),01,,AZ-90533,0400820,551 1ST ST,,,PRESCOTT,AZ,86301,2501,551 1ST ST,,,PRESCOTT,AZ,86301,2501,(928)717-3272,http://www.northpointacademy.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,07,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Pima Prevention Partnership (90536),01,,AZ-90536,0400821,924 N Alvernon Way,,,Tucson,AZ,85711,,924 N Alvernon Way,,,Tucson,AZ,85711,,(520)326-2528,http://www.thepartnership.us/schools/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Daisy Education Corporation dba. Sonoran Science A (90541),01,,AZ-90541,0400822,1489 W. Elliot Road Suite D10,,,Gilbert,AZ,85233,,17667 N 91ST AVE,,,PEORIA,AZ,85382,3019,(623)776-9344,http://www.sonoranschools.org/peoria,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,Kaizen Education Foundation dba Mission Heights Pr (90548),01,,AZ-90548,0400823,6150 N 16TH ST STE A,,,PHOENIX,AZ,85016,1774,6150 N 16TH ST STE A,,,PHOENIX,AZ,85016,1774,(520)836-9383,http://www.mhprep.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,2
2023-2024,04,ARIZONA,AZ,Leading Edge Academy Maricopa (90637),01,,AZ-90637,0400824,633 E RAY RD STE 132,,,GILBERT,AZ,85296,4206,633 E RAY RD STE 132,,,GILBERT,AZ,85296,4206,(480)633-0414,http://www.leadingedgeacademy.com/new/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Arizona Education Solutions (90758),01,,AZ-90758,0400827,2500 S POWER RD STE 215,,,MESA,AZ,85209,6690,2500 S POWER RD STE 215,,,MESA,AZ,85209,6690,(602)641-8254,http://afprephigh.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,2
2023-2024,04,ARIZONA,AZ,Arizona Agribusiness & Equine Center Inc. (90779),01,,AZ-90779,0400828,315 E MULBERRY DR,,,PHOENIX,AZ,85012,2307,3400 N Dysart Rd,,,Avondale,AZ,85392,,(602)297-8500,http://www.aaechighschools.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,BASIS Charter Schools Inc. (90841),01,,AZ-90841,0400829,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,(623)566-9100,http://enrollbasis.com/peoria/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,05,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,BASIS Charter Schools Inc. (90842),01,,AZ-90842,0400830,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,11485 N 136TH ST STE 109,,,SCOTTSDALE,AZ,85259,3799,(480)907-6072,http://enrollbasis.com/chandler/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,05,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,BASIS Charter Schools Inc. (90862),01,,AZ-90862,0400831,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,(928)774-5502,http://enrollbasis.com/flagstaff/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,Archway Classical Academy Trivium West (90915),01,,AZ-90915,0400832,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,(602)438-7045,http://archwaytrivium.greatheartsamerica.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,Archway Classical Academy Veritas (90916),01,,AZ-90916,0400833,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,(602)438-7045,http://archwayveritas.greatheartsamerica.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,Archway Classical Academy Chandler (90917),01,,AZ-90917,0400834,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,(602)438-7045,http://archwaychandler.greatheartsamerica.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,Yuma County Education Service Agency (79196),01,,AZ-79196,0400835,210 S 1ST AVE,,,YUMA,AZ,85364,2206,210 S 1ST AVE,,,YUMA,AZ,85364,2206,(928)373-1006,,1,Open,1,Open,07/30/2024,4,Service agency,No,NOTCHR,Not a charter district,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,N,N,Not applicable,As reported,0
2023-2024,04,ARIZONA,AZ,Arizona Supreme Court (9576),01,,AZ-9576,0400836,1501 W WASHINGTON ST STE 337,,,PHOENIX,AZ,85007,3227,1501 W WASHINGTON ST STE 337,,,PHOENIX,AZ,85007,3227,(555)555-5555,,6,Inactive,6,Inactive,07/30/2024,8,Other local education agency,No,NOTCHR,Not a charter district,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
2023-2024,04,ARIZONA,AZ,Apache County Sheriff's Office (79547),01,,AZ-79547,0400837,PO BOX 518,,,SAINT JOHNS,AZ,85936,0518,75 W Cleveland St,,,St Johns,AZ,85936,,(928)337-4321,,1,Open,1,Open,07/30/2024,8,Other local education agency,No,NOTCHR,Not a charter district,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,0
2023-2024,04,ARIZONA,AZ,Arizona Agribusiness & Equine Center Inc. (91131),01,,AZ-91131,0400838,315 E MULBERRY DR,,,PHOENIX,AZ,85012,2307,7500 E Civic Circle,,,Prescott Valley,AZ,86314,,(602)297-8500,http://www.aaechighschools.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,2
2023-2024,04,ARIZONA,AZ,Pima Rose Academy Inc. (90997),01,,AZ-90997,0400839,3686 W ORANGE GROVE RD STE 192,,,TUCSON,AZ,85741,2852,1690 W IRVINGTON RD,,,TUCSON,AZ,85746,4174,(520)797-4884,http://www.go2rose.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTNOTLEA,Not LEA for federal programs,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,09,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,Arlington Elementary District (4274),01,,AZ-4274,0400840,9410 S 355TH AVE,,,ARLINGTON,AZ,85322,8134,9410 S 355TH AVE,,,ARLINGTON,AZ,85322,8134,(623)386-2031,http://www.arlingtonelem.org,1,Open,1,Open,07/30/2024,1,Regular public school district that is not a component of a supervisory union,No,NOTCHR,Not a charter district,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,PK,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Archway Classical Academy Scottsdale (90857),01,,AZ-90857,0400841,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,4801 E WASHINGTON ST STE 250,,,PHOENIX,AZ,85034,2025,(602)438-7045,http://archwayscottsdale.greatheartsamerica.org/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,KG,12,Other,As reported,1
2023-2024,04,ARIZONA,AZ,Legacy Traditional School - Northwest Tucson (91137),01,,AZ-91137,0400842,3201 S GILBERT RD BLDG A,,,CHANDLER,AZ,85286,5193,3500 W CORTARO FARMS RD,,,TUCSON,AZ,85742,7808,(480)270-5438,http://legacytraditional.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,BASIS Charter Schools Inc. (91280),01,,AZ-91280,0400843,7975 N HAYDEN RD STE B100,,,SCOTTSDALE,AZ,85258,3276,13613 N CAVE CREEK RD,,,PHOENIX,AZ,85022,5137,(602)595-9870,http://enrollbasis.com/phoenix/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,05,12,High,As reported,1
2023-2024,04,ARIZONA,AZ,La Tierra Community School Inc (90900),01,,AZ-90900,0400844,124 N VIRGINIA ST,,,PRESCOTT,AZ,86301,3224,124 N VIRGINIA ST,,,PRESCOTT,AZ,86301,3224,(928)445-5100,http://www.latierracommunityschool.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,Leading Edge Academy Queen Creek  (91174),01,,AZ-91174,0400845,633 E RAY RD STE 132,,,GILBERT,AZ,85296,4206,4815 W HUNT HWY,,,QUEEN CREEK,AZ,85142,3271,(480)655-6787,http://www.leadingedgeacademy.com,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,South Valley Academy Inc. (90540),01,,AZ-90540,0400846,15220 S 50TH ST STE 105,,,PHOENIX,AZ,85044,9132,7450 S 40TH ST,,,PHOENIX,AZ,85042,6351,(877)255-2118,http://southvalleyacademy.com/,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,05,08,Middle,As reported,1
2023-2024,04,ARIZONA,AZ,Legacy Traditional School - Avondale (91135),01,,AZ-91135,0400847,3201 S Gilbert Rd,Bld A,,Chandler,AZ,85286,,17760 N REGENT DR,,,MARICOPA,AZ,85138,7804,(480)270-5438,http://legacytraditional.org,1,Open,1,Open,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,08,Elementary,As reported,1
2023-2024,04,ARIZONA,AZ,EAGLE College Prep Harmony LLC (91170),01,,AZ-91170,0400849,2435 E PECAN RD,,,PHOENIX,AZ,85040,3632,2435 E PECAN RD,,,PHOENIX,AZ,85040,3632,(602)268-1212,http://eagleprep.org/arizona/phoenix-south,6,Inactive,6,Inactive,07/30/2024,7,Independent charter district,No,CHRTIDEAESEA,LEA for federal programs,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not reported,As reported,0
